op_nr,time
2312,8594
2313,2520
2314,2601
2315,2166
2316,2942
2317,2803
2318,3131
2319,3220
2320,5455
2321,2107
2322,2527
2323,3197
2324,4188
2325,2188
2326,3345
2327,2303
2328,2441
2329,20710
2330,2193
2331,3343
2332,5111
2333,2611
2334,6004
2335,2507
2336,3010
2337,2233
2338,2929
2339,3227
2340,2835
2341,2900
2342,5078
2343,3042
2344,4020
2345,2817
2346,6555
2347,3685
2348,4464
2349,2871
2350,2659
2351,1943
2352,3633
2353,2044
2354,2888
2355,2199
2356,2501
2357,2075
2358,2904
2359,1913
2360,3252
2361,3160
2362,4413
2363,7645
2364,2402
2365,3338
2366,6395
2367,2443
2368,5554
2369,2845
2370,5624
2371,4217
2372,8618
2373,6028
2374,9085
2375,7906
2376,6993
2377,7249
2378,4961
2379,5062
2380,17321
2381,5783
2382,5172
2383,5684
2384,5287
2385,9707
2386,7755
2387,5052
2388,5121
2389,5197
2390,6591
2391,10815
2392,6516
2393,5914
2394,5162
2395,4906
2396,5643
2397,15906
2398,4851
2399,24840
2400,5768
2401,5202
2402,5227
2403,5452
2404,6009
2405,4583
2406,4850
2407,5466
2408,4659
2409,4382
2410,5599
2411,4959
2412,5595
2413,7942
2414,12449
2415,5561
2416,5003
2417,4928
2418,4214
2419,6876
2420,4820
2421,5476
2422,10117
2423,7348
2424,7808
2425,4908
2426,5173
2427,14051
2428,5367
2429,8146
2430,6950
2431,22398
2432,7773
2433,7656
2434,7991
2435,24526
2436,6899
2437,12641
2438,11526
2439,6617
2440,13215
2441,11703
2442,5629
2443,9034
2444,41219
2445,12606
2446,12449
2447,16319
2448,18540
2449,5703
2450,8089
2451,17894
2452,18299
2453,9128
2454,11264
2455,12926
2456,13515
2457,18482
2458,13034
2459,13277
2460,12820
2461,15148
2462,7456
2463,4396
2464,4458
2465,13148
2466,4744
2467,6010
2468,4604
2469,4227
2470,5604
2471,4575
2472,4560
2473,9587
2474,13167
2475,6087
2476,4601
2477,4640
2478,6795
2479,10393
2480,6081
2481,5154
2482,41878
2483,6478
2484,5720
2485,7607
2486,11035
2487,4503
2488,4473
2489,6364
2490,5489
